fips_code,name,airport,harbor_dock,state_ferry,cargo_barge,road_connection,coastal,road_or_ferry,description
0217740,Craig,t,t,f,t,f,t,f,"Scheduled air transportation to Ketchikan is available from the nearby Klawock Airport. Scheduled seaplane service is available from a city-owned seaplane base in Craig. A U.S. Coast Guard heliport is maintained in Craig. The Interisland Ferry Authority provides daily service to Hollis 30 miles away and enables transportation of passengers, cargo, and vehicles to the island. There are two small boat harbors at North Cove and South Cove, a small transient float and dock in the downtown area, and a boat launch ramp at North Cove. The J.T. Brown Marine Industrial Center was completed in 2006 and includes a dock, boat launch, and boat haulout services. Freight arrives by cargo plane, barge, and ferry in Hollis. A paved road exists between Hollis, Craig, Klawock, Coffman Cove, Thorne Bay and the Klawock airport."
0217850,Crooked Creek,t,f,f,t,f,f,f,"The Kuskokwim River is the local highway in both summer and winter. ATVs and snow machines are used by residents. The frozen river becomes an ice road in winter. Skiffs and barges provide cargo in summer. A state-owned and operated gravel airstrip is southwest of the village, with scheduled weekday air services. A suspension bridge over Crooked Creek connects the upper and lower villages with the airport."
0217960,Crown Point,t,f,f,f,t,f,t,"The Seward and Sterling Highways provide access to Anchorage and beyond. The Lawing Airport serves Crown Point, in addition to the nearby Kenai and Seward airport and docking facilities."
0218510,Deering,t,f,f,t,f,t,f,"Deering is accessible year-round by plane. A state-owned gravel airstrip, with a gravel crosswind strip, enables flights by several Kotzebue air services. Fuel supplies and goods are delivered yearly by barge. Small boats, ATVs, and snow machines are used for local travel. Winter trails are available to Candle and Buckland."
0218620,Delta Junction,t,f,f,t,t,f,t,"Delta Junction is located at the convergence of the Richardson and Alaska Highways, approximately 95 miles southeast of Fairbanks and 236 miles northeast of Anchorage. The city developed along the east bank of the Delta River, south of its junction with the Tanana River. Buses provide transportation to Fairbanks and Whitehorse. The state-maintained Delta Junction airport has a gravel runway in good condition. The U.S. Army maintains the Allen AAF airport, which has a asphalt runway. Plans are underway for joint use of the Allen Airfield on Fort Greely. Snowmobiles are used for recreation. Freight and mail are shipped by truck from Fairbanks."
0218675,Deltana,f,f,f,f,t,f,t,Deltana is accessible by the Alaska and Richardson Highways. Buses provide transportation to Fairbanks and Whitehorse. The City of Delta Junction airstrip is located nearby. There are five other privately-owned airstrips in the vicinity. Snowmobiles are used for recreation.
0218805,Denali Park,t,f,f,f,t,f,t,"Denali Park is located on the George Parks Highway about 20 miles south of Healy. Denali Park has two airports, a state-maintained public airport with a gravel runway in good condition and a private airport with a gravel runway. Chartered bus tours are available from Anchorage and Fairbanks, and shuttle buses provide tours into the park. Air and helicopter tours are also available locally."
0218925,Diamond Ridge,f,f,f,f,t,f,t,"The Sterling Highway provides access to Anchorage. Nearby Homer offers an airport, state ferry access, and docking and boat-launching facilities."
0218950,Dillingham,t,t,f,t,f,f,f,"Dillingham can be reached by air and sea. The state-owned airport provides a paved runway and regular jet flights are available from Anchorage. A seaplane base is available 3 miles west at Shannon's Pond; it is owned by the U.S. Bureau of Land Management, Division of Lands. A heliport is available at Kanakanak Hospital. There is a city-operated small boat harbor with 320 slips, a dock, barge landing, boat launch, and boat haul-out facilities. It is a tidal harbor and only for seasonal use. Two barge lines make scheduled trips from Seattle. There is a 23-mile DOT-maintained paved road to Aleknagik; it was first constructed in 1960."
0219060,Diomede,f,f,f,t,f,t,f,"Due to constant winds from the north, accessibility by air to Little Diomede is often limited. A state-owned heliport allows for weekly mail delivery. In 2012, Diomede was awarded grant funds to participate in the Essential Air Services program. Weekly flights by helicopter are available year round, weather permitting. There is no airstrip due to the steep slopes and rocky terrain, so ski planes must land on an ice strip in winter. Regular flights are scheduled from Nome, weather permitting. Skin boats are still a popular method of sea travel to cover the 28 miles to Wales. Cargo barge stops are irregular, due to sea or ice conditions, but deliver at least annually. There are plans to construct a breakwater and small boat harbor to allow for more regular sea travel between the Mainland and Diomede. Cargo Barge stops are irregular due to sea or ice conditions, but deliver at least annually. Transportation on Little Diomede is primarily by foot on a system of boardwalks and trails. The boardwalks are owned by the city, though are maintained by the IRA through Bureau of Indian Affairs (BIA) funding. A project to reconstruct 1.5 miles of boardwalks was completed during the summer of 2005."
0219720,Dot Lake,f,f,f,f,t,f,t,"Dot Lake lies along the Alaska Highway. Supplies are brought in by truck or bus. Regular bus service to Fairbanks and Delta Junction is available. The nearest public airstrips are at Delta Junction and Tok; a privately-owned strip in Dot Lake was converted to a helicopter landing pad. Cars, trucks, snow machines, and ATVs are used for local transportation. A few residents own riverboats on the near-by Tanana River, which they use for fishing and hunting."
0219750,Dot Lake Village,f,f,f,f,t,f,t,"Dot Lake lies along the Alaska Highway. Supplies are brought in by truck or bus. Regular bus services to Fairbanks and Delta Junction are available. The nearest public airstrips are at Delta Junction and Tok. Cars, trucks, snow machines, and ATVs are used for local transportation. Dot Lake is not accessible by water, since the Tanana River is over 2 miles away. A few residents own riverboats which they use for fishing and hunting."
0220020,Dry Creek,f,f,f,f,t,f,t,"Dry Creek lies on the Alaska Highway, which provides access to the statewide road system. The nearest airstrips are at Delta Junction and Tok. Dry Creek Community has a gravel airstrip."
0220380,Eagle,t,f,f,t,t,f,t,"Eagle has access to the state road system and Canada only during summer months via the Taylor and Top of the World Highways. It's located 370 miles by road from Fairbanks, or 198 air miles. A state-owned gravel airstrip is available; flights originate from Fairbanks. Goods are shipped in by air during the winter months. The community is located on the banks of the Yukon River and some residents own boats."
0220600,Eagle Village,f,f,f,t,t,f,t,The village has access to the state road system and Canada only during summer months via the Taylor and Klondike Highways. Eagle Village located about 3 miles downriver along the Yukon River from Eagle.
0220716,Eareckson Station,f,f,f,t,f,t,f,"A United States Air Force radar, surveillance, and weather station and aircraft refueling station are in operation."
0220970,Edna Bay,f,t,f,f,f,t,f,"Transportation and cargo are provided by float plane or boat from Craig, Ketchikan, or Petersburg. Edna Bay is not connected to the island's road system. A dock and harbor with breakwater are available."
0221040,Eek,t,t,f,t,f,f,f,"A state-owned gravel airstrip provides chartered and private air access. A seaplane base is also available on the Eek River. Fishing boats, skiffs, and snow machines are used for local transportation to Bethel and other villages. There is a one-mile gravel road in the city. Winter trails are marked to Quinhagak (39 mi), Eek Island (15 mi), Bethel (40 mi), and the Kwethluk River (45 mi). Barges deliver fuel and supplies during the summer months. A dock is available."
