fips_code,name,service_area_net_generation_mwh,service_area_gross_generation_mwh,fuel_type,year
0210150,Cantwell,2161,,Natural Gas,2014
0210150,Cantwell,47427,,Residual Fuel Oil,2014
0210150,Cantwell,76279,,Wind,2014
0210150,Cantwell,0,,Wood Waste Solids,2014
0210150,Cantwell,422876,,Coal,2015
0210150,Cantwell,13419,,Distillate Fuel Oil,2015
0210150,Cantwell,0,,Jet Fuel,2015
0210150,Cantwell,0,,Natural Gas,2015
0210150,Cantwell,48522,,Residual Fuel Oil,2015
0210150,Cantwell,114703,,Waste Oil,2015
0210150,Cantwell,76784,,Wind,2015
0210150,Cantwell,0,,Wood Waste Solids,2015
0210150,Cantwell,395036,,Coal,2016
0210150,Cantwell,42508,,Distillate Fuel Oil,2016
0210150,Cantwell,-2392,,Electricity used for Energy Storage,2016
0210150,Cantwell,0,,Jet Fuel,2016
0210150,Cantwell,1130,,Natural Gas,2016
0210150,Cantwell,0,,Residual Fuel Oil,2016
0210150,Cantwell,68739,,Waste Oil,2016
0210150,Cantwell,78291,,Wind,2016
0210150,Cantwell,0,,Wood Waste Solids,2016
0210150,Cantwell,370014,,Coal,2017
0210150,Cantwell,57450,,Distillate Fuel Oil,2017
0210150,Cantwell,-2711,,Electricity used for Energy Storage,2017
0210150,Cantwell,0,,Jet Fuel,2017
0210150,Cantwell,555,,Natural Gas,2017
0210150,Cantwell,0,,Residual Fuel Oil,2017
0210150,Cantwell,107717,,Waste Oil,2017
0210150,Cantwell,64120,,Wind,2017
0210150,Cantwell,0,,Wood Waste Solids,2017
0210150,Cantwell,406262,,Coal,2018
0210150,Cantwell,72323,,Distillate Fuel Oil,2018
0210150,Cantwell,-2428,,Electricity used for Energy Storage,2018
0210150,Cantwell,0,,Jet Fuel,2018
0210150,Cantwell,0,,Natural Gas,2018
0210150,Cantwell,0,,Residual Fuel Oil,2018
0210150,Cantwell,144591,,Waste Oil,2018
0210150,Cantwell,70012,,Wind,2018
0210150,Cantwell,0,,Wood Waste Solids,2018
0210150,Cantwell,0,,Agricultural By-Products,2019
0210150,Cantwell,427171,,Coal,2019
0210150,Cantwell,28632,,Distillate Fuel Oil,2019
0210150,Cantwell,-3280,,Electricity used for Energy Storage,2019
0210150,Cantwell,2627,,Jet Fuel,2019
0210150,Cantwell,0,,Natural Gas,2019
0210150,Cantwell,0,,Residual Fuel Oil,2019
0210150,Cantwell,194891,,Waste Oil,2019
0210150,Cantwell,64075,,Wind,2019
0210150,Cantwell,0,,Wood Waste Solids,2019
0210150,Cantwell,465618,,Coal,2020
0210150,Cantwell,74461,,Distillate Fuel Oil,2020
0210150,Cantwell,-2810,,Electricity used for Energy Storage,2020
0210150,Cantwell,2082,,Jet Fuel,2020
0210150,Cantwell,6,,Natural Gas,2020
0210150,Cantwell,217941,,Waste Oil,2020
0210150,Cantwell,49936,,Wind,2020
0210150,Cantwell,425027,,Coal,2021
0210150,Cantwell,77206,,Distillate Fuel Oil,2021
0210150,Cantwell,-3433,,Electricity used for Energy Storage,2021
0210150,Cantwell,672,,Jet Fuel,2021
0210150,Cantwell,4,,Natural Gas,2021
0210150,Cantwell,111687,,Waste Oil,2021
0210150,Cantwell,60301,,Wind,2021
0211690,Central,,325,Distillate Fuel Oil,2001
0211690,Central,,619,Distillate Fuel Oil,2002
0211690,Central,,484,Distillate Fuel Oil,2003
0211690,Central,,543,Distillate Fuel Oil,2004
0211690,Central,,497,Distillate Fuel Oil,2005
0211690,Central,,437,Distillate Fuel Oil,2006
0211690,Central,,478,Distillate Fuel Oil,2007
0211690,Central,,460,Distillate Fuel Oil,2008
0211690,Central,,474,Distillate Fuel Oil,2009
0211690,Central,,458,Distillate Fuel Oil,2010
0211690,Central,,495,Distillate Fuel Oil,2011
0211690,Central,,543,Distillate Fuel Oil,2012
0211690,Central,,537,Distillate Fuel Oil,2013
0211690,Central,,571,Distillate Fuel Oil,2014
0211690,Central,,559,Distillate Fuel Oil,2015
0211690,Central,,515,Distillate Fuel Oil,2016
0211690,Central,,476,Distillate Fuel Oil,2017
0211690,Central,,484,Distillate Fuel Oil,2018
0211690,Central,,447,Distillate Fuel Oil,2019
0211690,Central,,448,Distillate Fuel Oil,2020
0211690,Central,,459,Distillate Fuel Oil,2021
0211800,Chalkyitsik,,68,Distillate Fuel Oil,2001
0211800,Chalkyitsik,,151,Distillate Fuel Oil,2008
0211800,Chalkyitsik,,316,Distillate Fuel Oil,2009
0211800,Chalkyitsik,,301,Distillate Fuel Oil,2010
0211800,Chalkyitsik,,332,Distillate Fuel Oil,2011
0211800,Chalkyitsik,,302,Distillate Fuel Oil,2012
0211800,Chalkyitsik,,376,Distillate Fuel Oil,2013
0211800,Chalkyitsik,,273,Distillate Fuel Oil,2014
0211800,Chalkyitsik,,127,Distillate Fuel Oil,2015
0211800,Chalkyitsik,,164,Distillate Fuel Oil,2016
0211800,Chalkyitsik,,318,Distillate Fuel Oil,2017
0211800,Chalkyitsik,,289,Distillate Fuel Oil,2018
0211800,Chalkyitsik,,209,Distillate Fuel Oil,2019
0211800,Chalkyitsik,,283,Distillate Fuel Oil,2020
0211800,Chalkyitsik,,50,Distillate Fuel Oil,2021
0212350,Chase,146252,,Water at Hydroelectric Turbine,2001
0212350,Chase,161266,,Water at Hydroelectric Turbine,2002
0212350,Chase,177204,,Water at Hydroelectric Turbine,2003
0212350,Chase,173604,,Water at Hydroelectric Turbine,2004
0212350,Chase,134178,,Water at Hydroelectric Turbine,2005
0212350,Chase,66807,,Water at Hydroelectric Turbine,2006
0212350,Chase,62105,,Water at Hydroelectric Turbine,2007
0212350,Chase,57824,,Water at Hydroelectric Turbine,2008
0212350,Chase,57056,,Water at Hydroelectric Turbine,2009
0212350,Chase,74203,,Water at Hydroelectric Turbine,2010
0212350,Chase,66088,,Water at Hydroelectric Turbine,2011
0212350,Chase,71126,,Water at Hydroelectric Turbine,2012
0212350,Chase,45542,,Landfill Gas,2013
0212350,Chase,38,,Natural Gas,2013
0212350,Chase,89936,,Water at Hydroelectric Turbine,2013
0212350,Chase,56166,,Landfill Gas,2014
0212350,Chase,0,,Natural Gas,2014
0212350,Chase,83110,,Water at Hydroelectric Turbine,2014
0212350,Chase,0,,Distillate Fuel Oil,2015
0212350,Chase,50131,,Landfill Gas,2015
0212350,Chase,476987,,Natural Gas,2015
0212350,Chase,92243,,Water at Hydroelectric Turbine,2015
0212350,Chase,0,,Distillate Fuel Oil,2016
0212350,Chase,42514,,Landfill Gas,2016
0212350,Chase,819047,,Natural Gas,2016
0212350,Chase,76916,,Water at Hydroelectric Turbine,2016
0212350,Chase,0,,Distillate Fuel Oil,2017
0212350,Chase,42185,,Landfill Gas,2017
0212350,Chase,750519,,Natural Gas,2017
0212350,Chase,119239,,Water at Hydroelectric Turbine,2017
0212350,Chase,0,,Distillate Fuel Oil,2018
0212350,Chase,42684,,Landfill Gas,2018
0212350,Chase,615055,,Natural Gas,2018
0212350,Chase,168115,,Water at Hydroelectric Turbine,2018
0212350,Chase,0,,Distillate Fuel Oil,2019
0212350,Chase,36885,,Landfill Gas,2019
0212350,Chase,723828,,Natural Gas,2019
0212350,Chase,190971,,Water at Hydroelectric Turbine,2019
0212350,Chase,38946,,Landfill Gas,2020
0212350,Chase,729105,,Natural Gas,2020
0212350,Chase,170180,,Water at Hydroelectric Turbine,2020
0212350,Chase,38071,,Landfill Gas,2021
0212350,Chase,678574,,Natural Gas,2021
0212350,Chase,139993,,Water at Hydroelectric Turbine,2021
0212350,Chase,,,,
0212680,Chefornak,,449,Distillate Fuel Oil,2001
0212680,Chefornak,,846,Distillate Fuel Oil,2002
0212680,Chefornak,,822,Distillate Fuel Oil,2003
0212680,Chefornak,,844,Distillate Fuel Oil,2004
0212680,Chefornak,,858,Distillate Fuel Oil,2005
0212680,Chefornak,,884,Distillate Fuel Oil,2006
0212680,Chefornak,,918,Distillate Fuel Oil,2007
0212680,Chefornak,,1062,Distillate Fuel Oil,2008
0212680,Chefornak,,1222,Distillate Fuel Oil,2009
0212680,Chefornak,,1331,Distillate Fuel Oil,2010
0212680,Chefornak,,1659,Distillate Fuel Oil,2011
0212680,Chefornak,,1891,Distillate Fuel Oil,2012
0212680,Chefornak,,1643,Distillate Fuel Oil,2013
0212680,Chefornak,,1523,Distillate Fuel Oil,2014
0212680,Chefornak,,1594,Distillate Fuel Oil,2015
0212680,Chefornak,,1518,Distillate Fuel Oil,2016
0212680,Chefornak,,1549,Distillate Fuel Oil,2017
0212680,Chefornak,,1508,Distillate Fuel Oil,2018
0212680,Chefornak,,1452,Distillate Fuel Oil,2019
0212680,Chefornak,,1445,Distillate Fuel Oil,2020
0212680,Chefornak,,1183,Distillate Fuel Oil,2021
0212920,Chena Ridge,320200,,Coal,2001
0212920,Chena Ridge,10179,,Distillate Fuel Oil,2001
0212920,Chena Ridge,579967,,Residual Fuel Oil,2001
0212920,Chena Ridge,481091,,Coal,2002
0212920,Chena Ridge,17427,,Distillate Fuel Oil,2002
0212920,Chena Ridge,546300,,Residual Fuel Oil,2002
0212920,Chena Ridge,32,,Waste Oil,2002
0212920,Chena Ridge,1031,,Wood Waste Solids,2002
0212920,Chena Ridge,456747,,Coal,2003
0212920,Chena Ridge,6742,,Distillate Fuel Oil,2003
0212920,Chena Ridge,454116,,Residual Fuel Oil,2003
0212920,Chena Ridge,64,,Waste Oil,2003
0212920,Chena Ridge,761,,Wood Waste Solids,2003
0212920,Chena Ridge,519937,,Coal,2004
0212920,Chena Ridge,6566,,Distillate Fuel Oil,2004
0212920,Chena Ridge,360534,,Residual Fuel Oil,2004
0212920,Chena Ridge,0,,Waste Oil,2004
0212920,Chena Ridge,388,,Wood Waste Solids,2004
0212920,Chena Ridge,525017,,Coal,2005
0212920,Chena Ridge,5441,,Distillate Fuel Oil,2005
0212920,Chena Ridge,360562,,Residual Fuel Oil,2005
0212920,Chena Ridge,0,,Waste Oil,2005
0212920,Chena Ridge,382,,Wood Waste Solids,2005
0212920,Chena Ridge,532341,,Coal,2006
0212920,Chena Ridge,4734,,Distillate Fuel Oil,2006
0212920,Chena Ridge,337599,,Residual Fuel Oil,2006
0212920,Chena Ridge,0,,Waste Oil,2006
0212920,Chena Ridge,514,,Wood Waste Solids,2006
0212920,Chena Ridge,538127,,Coal,2007
0212920,Chena Ridge,6127,,Distillate Fuel Oil,2007
0212920,Chena Ridge,284406,,Jet Fuel,2007
0212920,Chena Ridge,437,,Natural Gas,2007
0212920,Chena Ridge,266302,,Residual Fuel Oil,2007
0212920,Chena Ridge,0,,Waste Oil,2007
0212920,Chena Ridge,22,,Wood Waste Solids,2007
0212920,Chena Ridge,512424,,Coal,2008
0212920,Chena Ridge,7279,,Distillate Fuel Oil,2008
0212920,Chena Ridge,387338,,Jet Fuel,2008
0212920,Chena Ridge,0,,Natural Gas,2008
0212920,Chena Ridge,126670,,Residual Fuel Oil,2008
0212920,Chena Ridge,0,,Wood Waste Solids,2008
0212920,Chena Ridge,460746,,Coal,2009
0212920,Chena Ridge,6375,,Distillate Fuel Oil,2009
0212920,Chena Ridge,370544,,Jet Fuel,2009
0212920,Chena Ridge,0,,Natural Gas,2009
0212920,Chena Ridge,343137,,Residual Fuel Oil,2009
0212920,Chena Ridge,376495,,Coal,2010
0212920,Chena Ridge,6032,,Distillate Fuel Oil,2010
0212920,Chena Ridge,75585,,Jet Fuel,2010
0212920,Chena Ridge,640,,Natural Gas,2010
0212920,Chena Ridge,192178,,Residual Fuel Oil,2010
0212920,Chena Ridge,403169,,Coal,2011
0212920,Chena Ridge,2794,,Distillate Fuel Oil,2011
0212920,Chena Ridge,246272,,Jet Fuel,2011
0212920,Chena Ridge,2838,,Natural Gas,2011
0212920,Chena Ridge,102591,,Residual Fuel Oil,2011
0212920,Chena Ridge,408258,,Coal,2012
0212920,Chena Ridge,6312,,Distillate Fuel Oil,2012
0212920,Chena Ridge,158592,,Jet Fuel,2012
0212920,Chena Ridge,2684,,Natural Gas,2012
0212920,Chena Ridge,175534,,Residual Fuel Oil,2012
0212920,Chena Ridge,426432,,Coal,2013
0212920,Chena Ridge,2413,,Distillate Fuel Oil,2013
0212920,Chena Ridge,173740,,Jet Fuel,2013
0212920,Chena Ridge,4999,,Natural Gas,2013
0212920,Chena Ridge,33991,,Residual Fuel Oil,2013
0212920,Chena Ridge,72610,,Wind,2013
0212920,Chena Ridge,0,,Wood Waste Solids,2013
0212920,Chena Ridge,382807,,Coal,2014
0212920,Chena Ridge,2350,,Distillate Fuel Oil,2014
0212920,Chena Ridge,162840,,Jet Fuel,2014
0212920,Chena Ridge,2161,,Natural Gas,2014
0212920,Chena Ridge,47427,,Residual Fuel Oil,2014
0212920,Chena Ridge,76279,,Wind,2014
0212920,Chena Ridge,0,,Wood Waste Solids,2014
0212920,Chena Ridge,422876,,Coal,2015
0212920,Chena Ridge,13419,,Distillate Fuel Oil,2015
0212920,Chena Ridge,0,,Jet Fuel,2015
0212920,Chena Ridge,0,,Natural Gas,2015
0212920,Chena Ridge,48522,,Residual Fuel Oil,2015
0212920,Chena Ridge,114703,,Waste Oil,2015
0212920,Chena Ridge,76784,,Wind,2015
0212920,Chena Ridge,0,,Wood Waste Solids,2015
0212920,Chena Ridge,395036,,Coal,2016
0212920,Chena Ridge,42508,,Distillate Fuel Oil,2016
0212920,Chena Ridge,-2392,,Electricity used for Energy Storage,2016
0212920,Chena Ridge,0,,Jet Fuel,2016
0212920,Chena Ridge,1130,,Natural Gas,2016
0212920,Chena Ridge,0,,Residual Fuel Oil,2016
0212920,Chena Ridge,68739,,Waste Oil,2016
0212920,Chena Ridge,78291,,Wind,2016
0212920,Chena Ridge,0,,Wood Waste Solids,2016
0212920,Chena Ridge,370014,,Coal,2017
0212920,Chena Ridge,57450,,Distillate Fuel Oil,2017
0212920,Chena Ridge,-2711,,Electricity used for Energy Storage,2017
0212920,Chena Ridge,0,,Jet Fuel,2017
0212920,Chena Ridge,555,,Natural Gas,2017
0212920,Chena Ridge,0,,Residual Fuel Oil,2017
0212920,Chena Ridge,107717,,Waste Oil,2017
0212920,Chena Ridge,64120,,Wind,2017
0212920,Chena Ridge,0,,Wood Waste Solids,2017
0212920,Chena Ridge,406262,,Coal,2018
0212920,Chena Ridge,72323,,Distillate Fuel Oil,2018
0212920,Chena Ridge,-2428,,Electricity used for Energy Storage,2018
0212920,Chena Ridge,0,,Jet Fuel,2018
0212920,Chena Ridge,0,,Natural Gas,2018
0212920,Chena Ridge,0,,Residual Fuel Oil,2018
0212920,Chena Ridge,144591,,Waste Oil,2018
0212920,Chena Ridge,70012,,Wind,2018
0212920,Chena Ridge,0,,Wood Waste Solids,2018
0212920,Chena Ridge,0,,Agricultural By-Products,2019
0212920,Chena Ridge,427171,,Coal,2019
0212920,Chena Ridge,28632,,Distillate Fuel Oil,2019
0212920,Chena Ridge,-3280,,Electricity used for Energy Storage,2019
0212920,Chena Ridge,2627,,Jet Fuel,2019
0212920,Chena Ridge,0,,Natural Gas,2019
0212920,Chena Ridge,0,,Residual Fuel Oil,2019
0212920,Chena Ridge,194891,,Waste Oil,2019
0212920,Chena Ridge,64075,,Wind,2019
0212920,Chena Ridge,0,,Wood Waste Solids,2019
0212920,Chena Ridge,465618,,Coal,2020
0212920,Chena Ridge,74461,,Distillate Fuel Oil,2020
0212920,Chena Ridge,-2810,,Electricity used for Energy Storage,2020
0212920,Chena Ridge,2082,,Jet Fuel,2020
0212920,Chena Ridge,6,,Natural Gas,2020
0212920,Chena Ridge,217941,,Waste Oil,2020
0212920,Chena Ridge,49936,,Wind,2020
0212920,Chena Ridge,425027,,Coal,2021
0212920,Chena Ridge,77206,,Distillate Fuel Oil,2021
0212920,Chena Ridge,-3433,,Electricity used for Energy Storage,2021
0212920,Chena Ridge,672,,Jet Fuel,2021
0212920,Chena Ridge,4,,Natural Gas,2021
0212920,Chena Ridge,111687,,Waste Oil,2021
0212920,Chena Ridge,60301,,Wind,2021
0212970,Chenega,,154,Distillate Fuel Oil,2001
0212970,Chenega,,282,Distillate Fuel Oil,2002
0212970,Chenega,,271,Distillate Fuel Oil,2003
0212970,Chenega,,274,Distillate Fuel Oil,2004
0212970,Chenega,,288,Distillate Fuel Oil,2005
0212970,Chenega,,274,Distillate Fuel Oil,2006
0212970,Chenega,,258,Distillate Fuel Oil,2007
0212970,Chenega,,276,Distillate Fuel Oil,2008
0212970,Chenega,,167,Distillate Fuel Oil,2009
0212970,Chenega,,334,Distillate Fuel Oil,2010
0212970,Chenega,,321,Distillate Fuel Oil,2011
0212970,Chenega,,308,Distillate Fuel Oil,2012
0212970,Chenega,,283,Distillate Fuel Oil,2013
0212970,Chenega,,259,Distillate Fuel Oil,2014
0212970,Chenega,,249,Distillate Fuel Oil,2015
0212970,Chenega,,269,Distillate Fuel Oil,2016
0212970,Chenega,,271,Distillate Fuel Oil,2017
0212970,Chenega,,246,Distillate Fuel Oil,2018
0212970,Chenega,,144,Distillate Fuel Oil,2019
0212970,Chenega,,116,Distillate Fuel Oil,2020
0212970,Chenega,,219,Distillate Fuel Oil,2021
0213230,Chevak,1830,,Distillate Fuel Oil,2001
0213230,Chevak,,2184,Distillate Fuel Oil,2002
0213230,Chevak,,2590,Distillate Fuel Oil,2003
0213230,Chevak,,2634,Distillate Fuel Oil,2004
0213230,Chevak,,2311,Distillate Fuel Oil,2005
0213230,Chevak,,2283,Distillate Fuel Oil,2006
0213230,Chevak,,2302,Distillate Fuel Oil,2007
0213230,Chevak,,2339,Distillate Fuel Oil,2008
0213230,Chevak,,2387,Distillate Fuel Oil,2009
0213230,Chevak,,1960,Distillate Fuel Oil,2010
0213230,Chevak,,530,Wind,2010
0213230,Chevak,,1754,Distillate Fuel Oil,2011
0213230,Chevak,,741,Wind,2011
0213230,Chevak,,1856,Distillate Fuel Oil,2012
0213230,Chevak,,821,Wind,2012
0213230,Chevak,,1783,Distillate Fuel Oil,2013
0213230,Chevak,,803,Wind,2013
0213230,Chevak,,1683,Distillate Fuel Oil,2014
0213230,Chevak,,831,Wind,2014
0213230,Chevak,,1653,Distillate Fuel Oil,2015
0213230,Chevak,,923,Wind,2015
0213230,Chevak,,1810,Distillate Fuel Oil,2016
0213230,Chevak,,734,Wind,2016
0213230,Chevak,,2008,Distillate Fuel Oil,2017
0213230,Chevak,,600,Wind,2017
0213230,Chevak,,1775,Distillate Fuel Oil,2018
0213230,Chevak,,737,Wind,2018
0213230,Chevak,,1752,Distillate Fuel Oil,2019
0213230,Chevak,,731,Wind,2019
0213230,Chevak,,1826,Distillate Fuel Oil,2020
0213230,Chevak,,739,Wind,2020
0213230,Chevak,,1796,Distillate Fuel Oil,2021
0213230,Chevak,,844,Wind,2021
0213340,Chickaloon,146252,,Water at Hydroelectric Turbine,2001
0213340,Chickaloon,161266,,Water at Hydroelectric Turbine,2002
0213340,Chickaloon,177204,,Water at Hydroelectric Turbine,2003
0213340,Chickaloon,173604,,Water at Hydroelectric Turbine,2004
0213340,Chickaloon,134178,,Water at Hydroelectric Turbine,2005
0213340,Chickaloon,66807,,Water at Hydroelectric Turbine,2006
0213340,Chickaloon,62105,,Water at Hydroelectric Turbine,2007
0213340,Chickaloon,57824,,Water at Hydroelectric Turbine,2008
0213340,Chickaloon,57056,,Water at Hydroelectric Turbine,2009
0213340,Chickaloon,74203,,Water at Hydroelectric Turbine,2010
0213340,Chickaloon,66088,,Water at Hydroelectric Turbine,2011
0213340,Chickaloon,71126,,Water at Hydroelectric Turbine,2012
0213340,Chickaloon,45542,,Landfill Gas,2013
0213340,Chickaloon,38,,Natural Gas,2013
0213340,Chickaloon,89936,,Water at Hydroelectric Turbine,2013
0213340,Chickaloon,56166,,Landfill Gas,2014
0213340,Chickaloon,0,,Natural Gas,2014
0213340,Chickaloon,83110,,Water at Hydroelectric Turbine,2014
0213340,Chickaloon,0,,Distillate Fuel Oil,2015
0213340,Chickaloon,50131,,Landfill Gas,2015
0213340,Chickaloon,476987,,Natural Gas,2015
0213340,Chickaloon,92243,,Water at Hydroelectric Turbine,2015
0213340,Chickaloon,0,,Distillate Fuel Oil,2016
0213340,Chickaloon,42514,,Landfill Gas,2016
0213340,Chickaloon,819047,,Natural Gas,2016
0213340,Chickaloon,76916,,Water at Hydroelectric Turbine,2016
0213340,Chickaloon,0,,Distillate Fuel Oil,2017
0213340,Chickaloon,42185,,Landfill Gas,2017
0213340,Chickaloon,750519,,Natural Gas,2017
0213340,Chickaloon,119239,,Water at Hydroelectric Turbine,2017
0213340,Chickaloon,0,,Distillate Fuel Oil,2018
0213340,Chickaloon,42684,,Landfill Gas,2018
0213340,Chickaloon,615055,,Natural Gas,2018
0213340,Chickaloon,168115,,Water at Hydroelectric Turbine,2018
0213340,Chickaloon,0,,Distillate Fuel Oil,2019
0213340,Chickaloon,36885,,Landfill Gas,2019
0213340,Chickaloon,723828,,Natural Gas,2019
0213340,Chickaloon,190971,,Water at Hydroelectric Turbine,2019
0213340,Chickaloon,38946,,Landfill Gas,2020
0213340,Chickaloon,729105,,Natural Gas,2020
0213340,Chickaloon,170180,,Water at Hydroelectric Turbine,2020
0213340,Chickaloon,38071,,Landfill Gas,2021
0213340,Chickaloon,678574,,Natural Gas,2021
0213340,Chickaloon,139993,,Water at Hydroelectric Turbine,2021
0213340,Chickaloon,,,,
0213450,Chicken,,,,
0213550,Chignik,,,,
0213670,Chignik Lagoon,,320,Distillate Fuel Oil,2001
0213670,Chignik Lagoon,,563,Distillate Fuel Oil,2002
0213670,Chignik Lagoon,,580,Distillate Fuel Oil,2003
0213670,Chignik Lagoon,,543,Distillate Fuel Oil,2004
0213670,Chignik Lagoon,,543,Distillate Fuel Oil,2005
0213670,Chignik Lagoon,,539,Distillate Fuel Oil,2006
0213670,Chignik Lagoon,,502,Distillate Fuel Oil,2007
0213670,Chignik Lagoon,,43,Wind,2007
0213670,Chignik Lagoon,,505,Distillate Fuel Oil,2008
0213670,Chignik Lagoon,,48,Wind,2008
0213670,Chignik Lagoon,,532,Distillate Fuel Oil,2009
0213670,Chignik Lagoon,,13,Wind,2009
0213670,Chignik Lagoon,,530,Distillate Fuel Oil,2010
0213670,Chignik Lagoon,,524,Distillate Fuel Oil,2011
0213670,Chignik Lagoon,,463,Distillate Fuel Oil,2012
0213670,Chignik Lagoon,,397,Distillate Fuel Oil,2013
0213670,Chignik Lagoon,,445,Distillate Fuel Oil,2014
0213670,Chignik Lagoon,,81,Distillate Fuel Oil,2015
0213670,Chignik Lagoon,,563,Water at Hydroelectric Turbine,2015
0213670,Chignik Lagoon,,10,Distillate Fuel Oil,2016
0213670,Chignik Lagoon,,668,Water at Hydroelectric Turbine,2016
0213670,Chignik Lagoon,,305,Distillate Fuel Oil,2017
0213670,Chignik Lagoon,,214,Water at Hydroelectric Turbine,2017
0213670,Chignik Lagoon,,164,Distillate Fuel Oil,2018
0213670,Chignik Lagoon,,473,Water at Hydroelectric Turbine,2018
0213670,Chignik Lagoon,,69,Distillate Fuel Oil,2019
0213670,Chignik Lagoon,,430,Water at Hydroelectric Turbine,2019
0213670,Chignik Lagoon,,279,Distillate Fuel Oil,2020
0213670,Chignik Lagoon,,235,Water at Hydroelectric Turbine,2020
0213670,Chignik Lagoon,,514,Distillate Fuel Oil,2021
0213670,Chignik Lagoon,,19,Water at Hydroelectric Turbine,2021
0213780,Chignik Lake,,171,,2001
0213780,Chignik Lake,,365,,2002
0213780,Chignik Lake,,255,,2003
0213780,Chignik Lake,,18,,2005
0213780,Chignik Lake,,295,,2006
0213780,Chignik Lake,,201,,2007
0213780,Chignik Lake,,73,,2008
0213780,Chignik Lake,,138,,2009
0213780,Chignik Lake,,206,Distillate Fuel Oil,2011
0213780,Chignik Lake,,395,Distillate Fuel Oil,2012
0213780,Chignik Lake,,400,Distillate Fuel Oil,2013
0213780,Chignik Lake,,384,Distillate Fuel Oil,2014
0213780,Chignik Lake,,370,Distillate Fuel Oil,2015
0213780,Chignik Lake,,356,Distillate Fuel Oil,2016
0213780,Chignik Lake,,346,Distillate Fuel Oil,2017
0213780,Chignik Lake,,312,Distillate Fuel Oil,2018
0213780,Chignik Lake,,318,Distillate Fuel Oil,2019
0213780,Chignik Lake,,318,Distillate Fuel Oil,2020
0213780,Chignik Lake,,190,Distillate Fuel Oil,2021
0213860,Chiniak,41633,,Distillate Fuel Oil,2001
0213860,Chiniak,91854,,Water at Hydroelectric Turbine,2001
0213860,Chiniak,14167,,Distillate Fuel Oil,2002
0213860,Chiniak,114547,,Water at Hydroelectric Turbine,2002
0213860,Chiniak,3075,,Distillate Fuel Oil,2003
0213860,Chiniak,126883,,Water at Hydroelectric Turbine,2003
0213860,Chiniak,2217,,Distillate Fuel Oil,2004
0213860,Chiniak,134233,,Water at Hydroelectric Turbine,2004
0213860,Chiniak,14551,,Distillate Fuel Oil,2005
0213860,Chiniak,121464,,Water at Hydroelectric Turbine,2005
0213860,Chiniak,41022,,Distillate Fuel Oil,2006
0213860,Chiniak,9649,,Water at Hydroelectric Turbine,2006
0213860,Chiniak,54411,,Distillate Fuel Oil,2007
0213860,Chiniak,91915,,Water at Hydroelectric Turbine,2007
0213860,Chiniak,21034,,Distillate Fuel Oil,2008
0213860,Chiniak,120879,,Water at Hydroelectric Turbine,2008
0213860,Chiniak,20931,,Distillate Fuel Oil,2009
0213860,Chiniak,98550,,Water at Hydroelectric Turbine,2009
0213860,Chiniak,6138,,Wind,2009
0213860,Chiniak,9766,,Distillate Fuel Oil,2010
0213860,Chiniak,123963,,Water at Hydroelectric Turbine,2010
0213860,Chiniak,12606,,Wind,2010
0213860,Chiniak,21854,,Distillate Fuel Oil,2011
0213860,Chiniak,114185,,Water at Hydroelectric Turbine,2011
0213860,Chiniak,12444,,Wind,2011
0213860,Chiniak,5627,,Distillate Fuel Oil,2012
0213860,Chiniak,131122,,Water at Hydroelectric Turbine,2012
0213860,Chiniak,16313,,Wind,2012
0213860,Chiniak,5808,,Distillate Fuel Oil,2013
0213860,Chiniak,119140,,Water at Hydroelectric Turbine,2013
0213860,Chiniak,26698,,Wind,2013
0213860,Chiniak,0,,Distillate Fuel Oil,2014
0213860,Chiniak,134030,,Water at Hydroelectric Turbine,2014
0213860,Chiniak,23324,,Wind,2014
0213860,Chiniak,0,,Distillate Fuel Oil,2015
0213860,Chiniak,128895,,Water at Hydroelectric Turbine,2015
0213860,Chiniak,29106,,Wind,2015
0213860,Chiniak,0,,Distillate Fuel Oil,2016
0213860,Chiniak,0,,Electricity used for Energy Storage,2016
0213860,Chiniak,124485,,Water at Hydroelectric Turbine,2016
0213860,Chiniak,29310,,Wind,2016
0213860,Chiniak,912,,Distillate Fuel Oil,2017
0213860,Chiniak,0,,Electricity used for Energy Storage,2017
0213860,Chiniak,137014,,Water at Hydroelectric Turbine,2017
0213860,Chiniak,24155,,Wind,2017
0213860,Chiniak,75,,Distillate Fuel Oil,2018
0213860,Chiniak,-583,,Electricity used for Energy Storage,2018
0213860,Chiniak,121970,,Water at Hydroelectric Turbine,2018
0213860,Chiniak,26169,,Wind,2018
0213860,Chiniak,0,,Distillate Fuel Oil,2019
0213860,Chiniak,-614,,Electricity used for Energy Storage,2019
0213860,Chiniak,124762,,Water at Hydroelectric Turbine,2019
0213860,Chiniak,25014,,Wind,2019
0213860,Chiniak,0,,Distillate Fuel Oil,2020
0213860,Chiniak,-516,,Electricity used for Energy Storage,2020
0213860,Chiniak,126420,,Water at Hydroelectric Turbine,2020
0213860,Chiniak,24680,,Wind,2020
0213860,Chiniak,0,,Distillate Fuel Oil,2021
0213860,Chiniak,-536,,Electricity used for Energy Storage,2021
0213860,Chiniak,132332,,Water at Hydroelectric Turbine,2021
0213860,Chiniak,25237,,Wind,2021
0213890,Chisana,,,,
0214000,Chistochina,272,,Distillate Fuel Oil,2001
